SKU,ItemName,Raw Cost,True Cost,D1,D3,D10,L1,L3,L10,B1,B3,B10,S1,S3,S10,G1,G3,G10,P1,P3,P10,Dm1,Dm3,Dm10,"is ignored?,,,,,"
BT-SPX-0113,BiNTEKÖ Screen Guard Premium HD Screen Protector - Apple iPod Nano 7,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0114,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy Note 5,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0115,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy S6 Active,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0117,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy S6 Edge,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0118,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy S5 Active,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0119,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy S5,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0121,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy Avant,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0122,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy Mega (5.8 inch),0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0123,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy Mega (6.3 Inch),0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0124,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy Alpha,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0125,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy Core Prime,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0126,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy Light,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0127,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy Grand Prime,2,0.46,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0128,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy J1 (Verizon),0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0129,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy J7,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0130,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy J5,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0131,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy A3,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0132,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy A5,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0133,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy A7,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0134,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy Pocket 2,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0135,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Xcover 3,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0136,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy V,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0137,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy Grand Prime,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0138,BiNTEKÖ Screen Guard Premium HD Screen Protector - Samsung Galaxy Ace Style LTE,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0139,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG G4C,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0140,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG AKA,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0141,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG Magna,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0142,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG Leon,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0143,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG Spirit,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0144,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG Joy,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0145,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG G Flex 2,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0146,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG G Flex,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0147,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG G2 Lite,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0148,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG L Bello,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0149,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG L Fino,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0150,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG Leon,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0151,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG G Stylo/LG G4 Stylus,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0152,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG G Vista,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0153,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG Optimus F60,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0154,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG Optimus F70,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0155,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG Volt,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0156,BiNTEKÖ Screen Guard Premium HD Screen Protector - Motorola Moto G (3rd Gen),0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0157,BiNTEKÖ Screen Guard Premium HD Screen Protector - LG Google Nexus 5,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0158,BiNTEKÖ Screen Guard Premium HD Screen Protector - Motorola Moto X (2nd Gen),0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0159,BiNTEKÖ Screen Guard Premium HD Screen Protector - Motorola Moto G,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0160,BiNTEKÖ Screen Guard Premium HD Screen Protector - Motorola Droid Turbo,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0161,BiNTEKÖ Screen Guard Premium HD Screen Protector - Motorola Droid Maxx/Ultra,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0162,BiNTEKÖ Screen Guard Premium HD Screen Protector - Motorola Moto E (2015),0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0163,BiNTEKÖ Screen Guard Premium HD Screen Protector - Meizu MX5,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0164,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 430/435,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0165,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 535,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0166,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 532,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0167,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 638,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0168,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 730/735,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0169,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 640,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0170,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 830,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0171,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 635,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0172,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 640XL,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0173,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 630,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0174,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia X2,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0175,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 930,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0176,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia XL,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0177,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia X,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0178,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 525,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0179,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 1520,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0180,BiNTEKÖ Screen Guard Premium HD Screen Protector - Nokia Lumia 1320,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0181,BiNTEKÖ Screen Guard Premium HD Screen Protector - Oneplus Two,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0182,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia Z,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0183,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia Z1S,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0184,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia Z3v,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0185,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia Z3,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0186,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia Z3 Compact,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0187,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia Z4,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0188,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia M4 Aqua,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0189,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia E4g,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0190,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia E4,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0191,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia E3,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0192,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia C3,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0193,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia Z2a,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0194,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia T3,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0195,BiNTEKÖ Screen Guard Premium HD Screen Protector - Sony Xperia M2,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0196,BiNTEKÖ Screen Guard Premium HD Screen Protector - ZTE Grand X,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0197,BiNTEKÖ Screen Guard Premium HD Screen Protector - Apple Watch 38mm,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0198,BiNTEKÖ Screen Guard Premium HD Screen Protector - Apple Watch 42mm,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0199,Bongo Shield Tempered Glass Screen Protector - Apple iPad 2/3/4,4.45,5.06,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0200,Bongo Shield Tempered Glass Screen Protector - Motorola Moto X Play,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0201,Bongo Shield Tempered Glass Screen Protector - Motorola Moto X Style,1.05,1.66,3.82,3.82,3.65,0,3.32,3.24,0,0,0,0,3.32,3.15,0,3.24,2.99,0,3.09,2.89,0,2.91,2.66,"0,,,,,"
BT-SPX-0202,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Note 5,1.15,1.15,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0203,Bongo Shield Tempered Glass Screen Protector - OnePlus Two,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0204,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab S2 9.7,4.45,5.06,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0205,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab S2 8.0,3.9,4.49,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0206,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab S 10.5,4.45,5.06,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0207,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab S 8.4 3G,3.9,4.49,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0208,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab A 8.0 3G,3.85,4.44,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0209,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab A 9.7 Wifi/3G,4.45,5.06,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0211,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab 4 10.1,4.45,4.88,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0212,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab 4 7.0,3.9,4.51,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0213,B÷ngo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab 3 7.0 Lite T110,3.9,4.51,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0300,Bongo Shield Tempered Glass Screen Protector - iPad Mini 4,3.9,4.49,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0301,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab E 9.6,4.45,5.06,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
