SKU,ItemName,"True Cost",Default,D1,D3,D10,L1,L3,L10,B1,B3,B10,S1,S3,S10,G1,G3,G10,P1,P3,P10,Dm1,Dm3,Dm10,"is ignored?"
SRN-HTC-102K,"HTC Evo 3D Touch Screen Digitizer with Tool Kit",0,12.9500,13.67,13.88,0,13.53,13.74,0,0,0,0,13.53,13.74,0,13.53,13.74,0,13.59,13.79,0,13.53,13.74,0,0
SRN-HTC-534K,"HTC Windows 8x LCD Screen with Tool Kit",0,3.0000,19.95,19.85,0,19.75,19.65,0,0,0,0,19.35,19.65,0,19.35,19.65,0,19.39,19.69,0,19.35,19.65,0,0
SRN-HTC-090K,"HTC Droid Incredible 4G LTE Touch Screen Digitizer with Tool Kit",0,11.9500,12.69,12.89,0,12.56,12.76,0,0,0,0,12.56,12.76,0,12.56,12.76,0,12.59,12.79,0,12.56,12.76,0,0
SRN-HTC-012K,"HTC Amaze LCD + Touch Screen Digitizer with Tool Kit",0,28.9500,27.95,27.81,0,27.67,27.53,0,0,0,0,27.12,27.53,0,27.12,27.53,0,27.19,27.59,0,27.12,27.53,0,0
SRN-HTC-192K,"HTC G2 / Desire Z Tmobile LCD + Touch Screen Digitizer with Tool Kit",0,3.0000,22.49,22.84,0,22.27,22.61,0,0,0,0,22.27,22.61,0,22.27,22.61,0,22.29,22.69,0,22.27,22.61,0,0
SRN-HTC-174K,"HTC Evo 4G Touch Screen Digitizer with Tool Kit",0,11.9500,12.95,12.89,0,12.82,12.76,0,0,0,0,12.56,12.76,0,12.56,12.76,0,12.59,12.79,0,12.56,12.76,0,0
SRN-HTC-030K,"HTC Aria Touch Screen Digitizer with Tool Kit",0,15.9500,10.73,10.9,0,10.62,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-186K,"HTC G2 / Desire Z LCD Screen with Tool Kit",0,16.9500,12.95,12.89,0,12.82,12.76,0,0,0,0,12.56,12.76,0,12.56,12.76,0,12.59,12.79,0,12.56,12.76,0,0
SRN-HTC-216K,"HTC HD7 LCD + Touch Screen Digitizer with Tool Kit",0,3.0000,27.95,27.81,0,27.67,27.53,0,0,0,0,27.12,27.53,0,27.12,27.53,0,27.19,27.59,0,27.12,27.53,0,0
SRN-HTC-210K,"HTC HD7 LCD Screen with Tool Kit",0,3.0000,17.95,17.86,0,17.77,17.68,0,0,0,0,17.41,17.68,0,17.41,17.68,0,17.49,17.69,0,17.41,17.68,0,0
SRN-HTC-180K,"HTC Evo Design 4G LCD Screen with Tool Kit",0,3.0000,18.95,18.86,0,18.76,18.67,0,0,0,0,18.38,18.67,0,18.38,18.67,0,18.39,18.69,0,18.38,18.67,0,0
SRN-HTC-150K,"HTC Evo 4G LTE LCD Screen with Tool Kit",0,3.0000,26.95,26.82,0,26.68,26.55,0,0,0,0,26.15,26.55,0,26.15,26.55,0,26.19,26.59,0,26.15,26.55,0,0
SRN-HTC-078K,"HTC Droid Incredible 2 Touch Screen Digitizer with Tool Kit",0,12.9500,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-156K,"HTC Evo 4G LTE Touch Screen Digitizer with Tool Kit",0,14.9500,14.65,14.88,0,14.5,14.73,0,0,0,0,14.5,14.73,0,14.5,14.73,0,14.59,14.79,0,14.5,14.73,0,0
SRN-HTC-1094K,"Digitizer Touch Screen for HTC 7 Mozart T8698 Black with Tool Kit",0,3.0000,10.73,10.9,0,10.62,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-240K,"HTC Inspire / Desire HD LCD + Touch Screen Digitizer with Tool Kit",0,27.9500,27.39,27.81,0,27.12,27.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN-HTC-234K,"HTC HD7S Touch Screen Digitizer with Tool Kit",0,3.0000,11.71,11.89,0,11.59,11.77,0,0,0,0,11.59,11.77,0,11.59,11.77,0,11.59,11.79,0,11.59,11.77,0,0
SRN-HTC-300K,"HTC Mytouch 4G Slide LCD Screen with Tool Kit",0,3.0000,16.95,16.87,0,16.78,16.7,0,0,0,0,16.44,16.7,0,16.44,16.7,0,16.49,16.79,0,16.44,16.7,0,0
SRN-HTC-378K,"HTC Sensation Touch Screen Digitizer with Tool Kit",0,3.0000,12.95,12.89,0,12.82,12.76,0,0,0,0,12.56,12.76,0,12.56,12.76,0,12.59,12.79,0,12.56,12.76,0,0
SRN-HTC-540K,"HTC Windows 8x LCD Screen Touch Screen Digitizer Assembly with Tool Kit",0,29.9500,31.95,31.79,0,31.63,31.47,0,0,0,0,31,31.47,0,31,31.47,0,31.09,31.49,0,31,31.47,0,0
SRN-HTC-384K,"HTC Sensation XL LCD + Touch Screen Digitizer - White with Tool Kit",0,3.0000,29.95,29.8,0,29.65,29.5,0,0,0,0,29.06,29.5,0,29.06,29.5,0,29.09,29.59,0,29.06,29.5,0,0
SRN-HTC-390K,"HTC Status LCD Screen with Tool Kit",0,3.0000,12.95,12.89,0,12.82,12.76,0,0,0,0,12.56,12.76,0,12.56,12.76,0,12.59,12.79,0,12.56,12.76,0,0
SRN-HTC-282K,"HTC myTouch 4G LCD + Touch Screen Digitizer with Tool Kit",0,3.0000,24.45,24.83,0,24.21,24.58,0,0,0,0,24.21,24.58,0,24.21,24.58,0,24.29,24.59,0,24.21,24.58,0,0
SRN-HTC-264K,"HTC MyTouch 3G Slide LCD Screen with Tool Kit",0,12.9500,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-318K,"HTC One V Front Housing LCD + Touch Screen Digitizer with Tool Kit",0,3.0000,29.95,29.8,0,29.65,29.5,0,0,0,0,29.06,29.5,0,29.06,29.5,0,29.09,29.59,0,29.06,29.5,0,0
SRN-HTC-366K,"HTC Sensation LCD + Touch Screen Digitizer with Mic with Tool Kit",0,3.0000,30.95,30.8,0,30.64,30.49,0,0,0,0,30.03,30.49,0,30.03,30.49,0,30.09,30.49,0,30.03,30.49,0,0
SRN-HTC-330K,"HTC Radar 4G LCD Screen with Tool Kit",0,18.9500,14.95,14.88,0,14.8,14.73,0,0,0,0,14.5,14.73,0,14.5,14.73,0,14.59,14.79,0,14.5,14.73,0,0
SRN-HTC-354K,"HTC Rhyme Touch Screen Digitizer with Tool Kit",0,3.0000,13.95,13.88,0,13.81,13.74,0,0,0,0,13.53,13.74,0,13.53,13.74,0,13.59,13.79,0,13.53,13.74,0,0
SRN-HTC-426K,"HTC Thunderbolt Touch Screen Digitizer with Tool Kit",0,3.0000,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-342K,"HTC Rezound LCD Screen with Tool Kit",0,3.0000,20.95,20.85,0,20.74,20.64,0,0,0,0,20.32,20.64,0,20.32,20.64,0,20.39,20.69,0,20.32,20.64,0,0
SRN-HTC-372K,"HTC Sensation LCD Screen with Tool Kit",0,3.0000,16.95,16.87,0,16.78,16.7,0,0,0,0,16.44,16.7,0,16.44,16.7,0,16.49,16.79,0,16.44,16.7,0,0
SRN-HTC-414K,"HTC Thunderbolt LCD Screen with Tool Kit",0,3.0000,18.95,18.86,0,18.76,18.67,0,0,0,0,18.38,18.67,0,18.38,18.67,0,18.39,18.69,0,18.38,18.67,0,0
SRN-HTC-402K,"HTC Surround LCD Screen with Tool Kit",0,3.0000,13.95,13.88,0,13.81,13.74,0,0,0,0,13.53,13.74,0,13.53,13.74,0,13.59,13.79,0,13.53,13.74,0,0
SRN-HTC-450K,"HTC Trophy LCD + Touch Screen Digitizer with Tool Kit",0,27.9500,26.95,26.82,0,26.68,26.55,0,0,0,0,26.15,26.55,0,26.15,26.55,0,26.19,26.59,0,26.15,26.55,0,0
SRN-HTC-432K,"HTC Titan 2 Touch Screen Digitizer - Black with Tool Kit",0,3.0000,13.95,13.88,0,13.81,13.74,0,0,0,0,13.53,13.74,0,13.53,13.74,0,13.59,13.79,0,13.53,13.74,0,0
SRN-HTC-528K,"HTC Windows 8x Digitizer Touch Screen with Tool Kit",0,13.9500,12.95,12.89,0,12.82,12.76,0,0,0,0,12.56,12.76,0,12.56,12.76,0,12.59,12.79,0,12.56,12.76,0,0
SRN-HTC-510K,"HTC Wildfire S Touch Screen Digitizer - Tmobile GSM Version with Tool Kit",0,3.0000,11.95,11.89,0,11.83,11.77,0,0,0,0,11.59,11.77,0,11.59,11.77,0,11.59,11.79,0,11.59,11.77,0,0
SRN-HTC-474K,"HTC Vivid LCD + Touch Screen Digitizer - White with Tool Kit",0,32.9500,31.95,31.79,0,31.63,31.47,0,0,0,0,31,31.47,0,31,31.47,0,31.09,31.49,0,31,31.47,0,0
SRN-HTC-504K,"HTC Wildfire S Touch Screen Digitizer - CDMA Version with Tool Kit",0,3.0000,11.95,11.89,0,11.83,11.77,0,0,0,0,11.59,11.77,0,11.59,11.77,0,11.59,11.79,0,11.59,11.77,0,0
SRN-HTC-468K,"HTC Vivid LCD + Touch Screen Digitizer - Black with Tool Kit",0,3.0000,31.95,31.79,0,31.63,31.47,0,0,0,0,31,31.47,0,31,31.47,0,31.09,31.49,0,31,31.47,0,0
SRN-HTC-252K,"HTC Inspire / Desire HD LCD Screen with Tool Kit",0,3.0000,17.95,17.86,0,17.77,17.68,0,0,0,0,17.41,17.68,0,17.41,17.68,0,17.49,17.69,0,17.41,17.68,0,0
SRN-HTC-270K,"HTC MyTouch 3G Slide PB65100 Touch Screen Digitizer with Tool Kit",0,3.0000,10.73,10.9,0,10.62,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-348K,"HTC Rezound Touch Screen Digitizer with Tool Kit",0,3.0000,9.95,9.9,0,9.85,9.8,0,0,0,0,9.65,9.8,0,9.65,9.8,0,9.69,9.89,0,9.65,9.8,0,0
SRN-HTC-336K,"HTC Radar 4G Touch Screen Digitizer with Tool Kit",0,3.0000,11.95,11.89,0,11.83,11.77,0,0,0,0,11.59,11.77,0,11.59,11.77,0,11.59,11.79,0,11.59,11.77,0,0
SRN-HTC-516K,"HTC Wildfire Touch Screen Digitizer  - With IC with Tool Kit",0,3.0000,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-544K,"HTC HD2 International LCD + Touch Screen Digitizer with Tool Kit",0,3.0000,22.95,22.84,0,22.72,22.61,0,0,0,0,22.27,22.61,0,22.27,22.61,0,22.29,22.69,0,22.27,22.61,0,0
SRN-HTC-558K,"HTC HD2 T-Mobile LCD + Touch Screen Digitizer with Tool Kit",0,3.0000,25.95,25.82,0,25.69,25.56,0,0,0,0,25.18,25.56,0,25.18,25.56,0,25.19,25.59,0,25.18,25.56,0,0
SRN-HTC-498K,"HTC Wildfire S LCD Screen with Tool Kit",0,3.0000,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-492K,"HTC Wildfire LCD Screen with Tool Kit",0,3.0000,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-522K,"HTC Wildfire Touch Screen Digitizer - Without IC with Tool Kit",0,3.0000,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-550K,"HTC One M7 LCD + Touch Screen Digitizer with Tool Kit",0,33.9500,35.95,35.77,0,35.59,35.41,0,0,0,0,34.88,35.41,0,34.88,35.41,0,34.89,35.49,0,34.88,35.41,0,0
SRN-HTC-420K,"HTC Thunderbolt LCD + Touch Screen Digitizer with Tool Kit",0,26.9500,27.95,27.81,0,27.67,27.53,0,0,0,0,27.12,27.53,0,27.12,27.53,0,27.19,27.59,0,27.12,27.53,0,0
SRN-HTC-276K,"HTC MyTouch 3G Touch Screen Digitizer with Tool Kit",0,3.0000,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-228K,"HTC HD7S LCD Screen with Tool Kit",0,3.0000,17.59,17.86,0,17.41,17.68,0,0,0,0,17.41,17.68,0,17.41,17.68,0,17.49,17.69,0,17.41,17.68,0,0
SRN-HTC-246K,"HTC Inspire Desire HD Touch Screen Digitizer with Tool Kit",0,3.0000,14.95,14.88,0,14.8,14.73,0,0,0,0,14.5,14.73,0,14.5,14.73,0,14.59,14.79,0,14.5,14.73,0,0
SRN-HTC-258K,"HTC MyTouch 3G LCD + Touch Screen Digitizer with Tool Kit",0,3.0000,16.95,16.87,0,16.78,16.7,0,0,0,0,16.44,16.7,0,16.44,16.7,0,16.49,16.79,0,16.44,16.7,0,0
SRN-HTC-312K,"HTC One S LCD + Touch Screen Digitizer with Tool Kit",0,26.9500,32.95,32.79,0,32.62,32.46,0,0,0,0,31.97,32.46,0,31.97,32.46,0,31.99,32.49,0,31.97,32.46,0,0
SRN-HTC-552K,"HTC One SV LCD + Touch Screen Digitizer - Black with Tool Kit",0,29.9500,28.95,28.81,0,28.66,28.52,0,0,0,0,28.09,28.52,0,28.09,28.52,0,28.09,28.59,0,28.09,28.52,0,0
SRN-HTC-396K,"HTC Status Touch Screen Digitizer with Tool Kit",0,3.0000,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-294K,"HTC Mytouch 4G Slide Digitizer Touch Screen with Tool Kit",0,14.9500,11.95,11.89,0,11.83,11.77,0,0,0,0,11.59,11.77,0,11.59,11.77,0,11.59,11.79,0,11.59,11.77,0,0
SRN-HTC-222K,"HTC HD7 Touch Screen Digitizer with Tool Kit",0,3.0000,11.95,11.89,0,11.83,11.77,0,0,0,0,11.59,11.77,0,11.59,11.77,0,11.59,11.79,0,11.59,11.77,0,0
SRN-HTC-438K,"HTC Titan Touch Screen Digitizer with Tool Kit",0,3.0000,14.95,14.88,0,14.8,14.73,0,0,0,0,14.5,14.73,0,14.5,14.73,0,14.59,14.79,0,14.5,14.73,0,0
SRN-HTC-456K,"HTC Trophy Touch Screen Digitizer with Tool Kit",0,3.0000,13.95,13.88,0,13.81,13.74,0,0,0,0,13.53,13.74,0,13.53,13.74,0,13.59,13.79,0,13.53,13.74,0,0
SRN-HTC-360K,"HTC Sensation LCD + Touch Screen Digitizer with Tool Kit",0,3.0000,29.95,29.8,0,29.65,29.5,0,0,0,0,29.06,29.5,0,29.06,29.5,0,29.09,29.59,0,29.06,29.5,0,0
SRN-HTC-462K,"HTC Vivid LCD Screen with Tool Kit",0,3.0000,18.95,18.86,0,18.76,18.67,0,0,0,0,18.38,18.67,0,18.38,18.67,0,18.39,18.69,0,18.38,18.67,0,0
SRN-HTC-306K,"HTC Mytouch 4G Touch Screen Digitizer with Tool Kit",0,13.9500,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-486K,"HTC Vivid Touch Screen Digitizer - White with Tool Kit",0,3.0000,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-408K,"HTC Surround Touch Screen Digitizer with Tool Kit",0,3.0000,13.95,13.88,0,13.81,13.74,0,0,0,0,13.53,13.74,0,13.53,13.74,0,13.59,13.79,0,13.53,13.74,0,0
SRN-HTC-444K,"HTC Trophy LCD Screen with Tool Kit",0,3.0000,16.95,16.87,0,16.78,16.7,0,0,0,0,16.44,16.7,0,16.44,16.7,0,16.49,16.79,0,16.44,16.7,0,0
SRN-HTC-480K,"HTC Vivid Touch Screen Digitizer - Black with Tool Kit",0,13.9500,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-546K,"HTC Windows Phone 8S LCD Digitizer Assembly - Blue with Tool Kit",0,3.0000,25.95,25.82,0,25.69,25.56,0,0,0,0,25.18,25.56,0,25.18,25.56,0,25.19,25.59,0,25.18,25.56,0,0
SRN-HTC-548K,"HTC Radar 4G Touch Screen Digitizer - White with Tool Kit",0,3.0000,10.95,10.9,0,10.84,10.79,0,0,0,0,10.62,10.79,0,10.62,10.79,0,10.69,10.79,0,10.62,10.79,0,0
SRN-HTC-554K,"HTC Verizon Droid DNA LCD + Touch Screen Digitizer with Tool Kit",0,34.9500,43.95,43.73,0,43.51,43.29,0,0,0,0,42.64,43.29,0,42.64,43.29,0,42.69,43.29,0,42.64,43.29,0,0
SRN-HTC-556K,"HTC HD2 International Touch Screen Digitizer with Tool Kit",0,3.0000,12.95,12.89,0,12.82,12.76,0,0,0,0,12.56,12.76,0,12.56,12.76,0,12.59,12.79,0,12.56,12.76,0,0
SRN-HTC-572K,"HTC Windows 8X 6990L Touch Screen Digitizer LCD With Frame with Tool Kit",0,37.9500,28.95,28.81,0,28.66,28.52,0,0,0,0,28.09,28.52,0,28.09,28.52,0,28.09,28.59,0,28.09,28.52,0,0
SRN-HTC-582K,"HTC One M8 LCD Screen and Digitizer Assembly HTC Logo Black with Tool Kit",0,50.9500,54.83,55.67,0,54.28,55.11,0,0,0,0,54.28,55.11,0,54.28,55.11,0,54.29,55.19,0,54.28,55.11,0,0
SRN-HTC-584K,"HTC One Max LCD Screen and Digitizer Assembly HTC Logo Black with Tool Kit",0,44.9500,78.35,79.55,0,77.57,78.75,0,0,0,0,77.57,78.75,0,77.57,78.75,0,77.59,78.79,0,77.57,78.75,0,0
SRN-HTC-586K,"HTC One Max Touch Screen Digitizer HTC Logo Black with Tool Kit",0,17.9500,19.95,19.85,0,19.75,19.65,0,0,0,0,19.35,19.65,0,19.35,19.65,0,19.39,19.69,0,19.35,19.65,0,0
SRN-HTC-588K,"HTC One Max LCD Screen with Tool Kit",0,39.9500,52.95,52.69,0,52.42,52.16,0,0,0,0,51.37,52.16,0,51.37,52.16,0,51.39,52.19,0,51.37,52.16,0,0
SRN-HTC-606K,"HTC Trophy LCD and Touch Screen Digitizer with Frame with Tool Kit",0,31.9500,31.95,31.79,0,31.63,31.47,0,0,0,0,31,31.47,0,31,31.47,0,31.09,31.49,0,31,31.47,0,0
SRN-HTC-650K,"LCD + Touch Screen Digitizer for HTC Desire 600 601 Zara Black with Tool Kit",0,3.0000,51.95,51.69,0,51.43,51.17,0,0,0,0,50.4,51.17,0,50.4,51.17,0,50.49,51.19,0,50.4,51.17,0,0
SRN-HTC-652K,"LCD + Touch Screen Digitizer with Frame for HTC One M7 801e Black with Tool Kit",0,34.9500,48.95,48.71,0,48.46,48.22,0,0,0,0,47.49,48.22,0,47.49,48.22,0,47.49,48.29,0,47.49,48.22,0,0
SRN-HTC-654K,"LCD + Touch Screen Digitizer with Frame for HTC One M7 801e White with Tool Kit",0,35.9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN-HTC-656K,"LCD + Touch Screen Digitizer with Frame for HTC Droid DNA Black with Tool Kit",0,39.9500,52.95,52.69,0,52.42,52.16,0,0,0,0,51.37,52.16,0,51.37,52.16,0,51.39,52.19,0,51.37,52.16,0,0
SRN-HTC-658K,"LCD + Touch Screen Digitizer with Frame for HTC One M8 831C with Tool Kit",0,44.9500,74.43,75.57,0,73.69,74.81,0,0,0,0,73.69,74.81,0,73.69,74.81,0,73.69,74.89,0,73.69,74.81,0,0
SRN-HTC-660K,"Touch Screen Digitizer for HTC Radar 4G Black with Tool Kit",0,3.0000,11.95,11.89,0,11.83,11.77,0,0,0,0,11.59,11.77,0,11.59,11.77,0,11.59,11.79,0,11.59,11.77,0,0
SRN-HTC-834K,"HTC Inspire 4G LCD Digitizer Assembly with Frame with Tool Kit",0,3.0000,22.95,22.84,0,22.72,22.61,0,0,0,0,22.27,22.61,0,22.27,22.61,0,22.29,22.69,0,22.27,22.61,0,0
SRN-HTC-908K,"HTC One X LCD + Touch Screen Digitizer with Frame with Tool Kit",0,33.9500,42.95,42.74,0,42.52,42.31,0,0,0,0,41.67,42.31,0,41.67,42.31,0,41.69,42.39,0,41.67,42.31,0,0
