"Date Updated",User,SKU,"Item Name","Price Type","Old Price","New Price"
"2018-12-06 09:55:57",Zahan,APL-001-2288,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Aftermarket)",Sale,$13.79,$13.69
"2018-12-06 09:56:04",Zahan,APL-001-2289,"LCD and Touch Screen Digitizer for iPhone 6 Plus - Black (Aftermarket)",Sale,$13.79,$13.69
"2018-12-06 09:56:34",Zahan,APL-001-2434,"LCD and Touch Screen Digitizer for iPhone 8 - White (Aftermarket)",Sale,$15.29,$14.99
"2018-12-06 09:56:41",Zahan,APL-001-2435,"LCD and Touch Screen Digitizer  for iPhone 8 - Black (Aftermarket)",Sale,$15.29,$14.99
"2018-12-06 09:57:09",Zahan,APL-001-2481,"LCD and Touch Screen Digitizer for iPhone X TFT - (Aftermarket)",Sale,$123.99,$98.09
"2018-12-06 09:58:16",Zahan,APL-001-2403,"LCD and Touch Screen Digitizer for iPhone X - Black (Premium)",Sale,$299.99,$273.59
"2018-12-06 09:59:27",Zahan,APL-001-2047,"LCD and Touch Screen Digitizer for iPad Air 2 - White (Premium)",Sale,$187.79,$178.49
"2018-12-06 09:59:29",Zahan,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black (Premium)",Sale,$187.79,$178.49
"2018-12-06 10:00:06",Zahan,APL-001-2407,"LCD and Touch Screen Digitizer for iPad Pro 10.5 - White (Premium)",Sale,$165.49,$161.59
"2018-12-06 10:00:13",Zahan,APL-001-2406,"LCD and Touch Screen Digitizer for iPad Pro 10.5 - Black (Premium)	",Sale,$165.49,$161.59
"2018-12-06 10:01:57",Zahan,APL-001-0410,"LCD and Touch Screen Digitizer for iPhone 5 - Black (Aftermarket Premium / Economy Plus)",Sale,$9.99,$9.89
"2018-12-06 10:01:57",Zahan,APL-001-0411,"LCD and Touch Screen Digitizer for iPhone 5 - White (Aftermarket Premium / Economy Plus)",Sale,$9.99,$9.89
"2018-12-06 10:02:05",Zahan,APL-001-0732,"LCD and Touch Screen Digitizer for iPhone 5C - Black (Aftermarket Premium / Economy Plus)",Sale,$9.99,$9.89
"2018-12-06 10:03:18",Zahan,APL-001-0728,"LCD and Touch Screen Digitizer for iPhone 5S SE - White (Aftermarket Premium / Economy Plus)",Sale,$9.99,$9.89
"2018-12-06 10:03:19",Zahan,APL-001-0730,"LCD and Touch Screen Digitizer for iPhone 5S SE - Black (Aftermarket Premium / Economy Plus)",Sale,$9.99,$9.89
"2018-12-06 10:05:50",Faheem,APL-001-2403,"LCD and Touch Screen Digitizer for iPhone X - Black (Premium)",Sale,$273.59,$266.69
"2018-12-06 14:28:59",Zahan,APL-001-2434,"LCD and Touch Screen Digitizer for iPhone 8 - White (Aftermarket)",Sale,$14.99,$14.89
"2018-12-06 14:29:05",Zahan,APL-001-2435,"LCD and Touch Screen Digitizer  for iPhone 8 - Black (Aftermarket)",Sale,$14.99,$14.89
"2018-12-06 14:30:22",Zahan,APL-001-2407,"LCD and Touch Screen Digitizer for iPad Pro 10.5 - White (Premium)",Sale,$161.59,$159.09
"2018-12-06 14:30:35",Zahan,APL-001-2406,"LCD and Touch Screen Digitizer for iPad Pro 10.5 - Black (Premium)	",Sale,$161.59,$159.09
"2018-12-06 14:32:21",Zahan,SRN-SAM-1618,"LCD and Touch Screen Digitizer for Samsung Galaxy S5 - Black (Standard) (No Logo)",Sale,$61.69,$60.69
"2018-12-06 14:32:33",Zahan,SRN-SAM-1611,"LCD and Touch Screen Digitizer for Samsung Galaxy S7  - Black Onyx (Standard) (No Logo)",Sale,$114.29,$113.19
"2018-12-06 14:32:50",Zahan,SRN-SAM-1607,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 5 - White Pearl (Standard) (No Logo)",Sale,$118.29,$117.79
"2018-12-06 14:33:04",Zahan,SRN-SAM-1606,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 5 - Black (Standard) (No Logo)",Sale,$119.39,$118.79
"2018-12-06 14:33:30",Zahan,SRN-SAM-1642,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 5 - Black (Premium)",Sale,$126.49,$125.39
"2018-12-06 14:33:44",Zahan,SRN-SAM-1741,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy Note 9 - Black (Premium)",Sale,$246.99,$241.49
"2018-12-06 14:33:58",Zahan,SRN-SAM-1637,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - White (Premium)",Sale,$105.99,$105.59
"2018-12-06 14:34:13",Zahan,SRN-SAM-1740,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S9 Plus (Black Frame) - Black (Premium)",Sale,$225.29,$223.79
"2018-12-06 14:34:47",Zahan,BT-BP-30297,"BinTEK Battery for iPhone 8 1821mAH Li Ion Premium",Sale,$12.99,$12.59
"2018-12-06 14:35:05",Zahan,BT-BP-30302,"BinTEK™ Battery for Samsung Galaxy S9 Plus 3.85V 3500mAH Li-Polymer Premium",Sale,$13.99,$13.39
