"Date Updated",User,SKU,"Item Name","Price Type","Old Price","New Price"
"2019-01-04 12:56:33",Zahan,SRN-SAM-1605,"LCD and Touch Screen Digitizer for Samsung Galaxy S3 - White (Standard) (No Logo)",Sale,$28.99,$27.59
"2019-01-04 12:56:58",Zahan,SRN-SAM-1602,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - White (Standard) (No Logo)",Sale,$93.49,$93.09
"2019-01-04 12:57:25",Zahan,SRN-SAM-1603,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - Black (Standard) (No Logo)",Sale,$93.29,$92.69
"2019-01-04 12:57:55",Zahan,SRN-SAM-1607,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 5 - White Pearl (Standard) (No Logo)",Sale,$119.59,$117.39
"2019-01-04 12:58:32",Zahan,SRN-SAM-1389,"LCD and Touch Screen Digitizer for Galaxy Note 5 - Gold Platinum (Standard) (No Logo)",Sale,$126.49,$126.19
"2019-01-04 12:59:24",Zahan,SRN-SAM-1644,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 5 - Gold (Premium)	",Sale,$126.49,$126.19
"2019-01-04 12:59:45",Zahan,SRN-SAM-1645,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 5 - White (Premium)	",Sale,$116.79,$116.39
"2019-01-04 13:00:11",Zahan,SRN-SAM-1741,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy Note 9 - Black (Premium)",Sale,$226.59,$225.79
"2019-01-04 13:00:37",Zahan,SRN-SAM-1637,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - White (Premium)",Sale,$105.59,$100.49
"2019-01-04 13:00:56",Zahan,SRN-SAM-1633,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - Black (Premium)",Sale,$115.69,$118.69
"2019-01-04 13:02:24",Zahan,SRN-SAM-1649,"LCD and Touch Screen Digitizer for Samsung Galaxy S8 With Frame - Midnight Black (Premium)",Sale,$197.69,$196.39
"2019-01-04 13:02:52",Zahan,SRN-SAM-1648,"LCD and Touch Screen Digitizer With Frame for Samsung Galaxy S8 Plus - Midnight Black (Premium)",Sale,$222.89,$217.59
"2019-01-04 13:03:18",Zahan,SRN-SAM-1667,"LCD and Touch Screen Digitizer With Frame for Samsung Galaxy S8 Plus - Midnight Violet (Premium)",Sale,$221.99,$220.09
"2019-01-04 13:03:40",Zahan,SRN-SAM-1686,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S9 Black Frame - Black (Premium)",Sale,$197.69,$197.59
"2019-01-04 16:50:23",Meri,MISC-ITEM,"Miscellaneous Item","Default 1",$0.00,$10.00
