"Date Updated",User,SKU,"Item Name","Price Type","Old Price","New Price"
"2019-02-07 11:48:15",Faheem,TAB-SRN-761,"LCD and Touch Screen Digitizer for Microsoft Surface Book - Black",Sale,$0.00,$176.49
"2019-02-07 11:48:39",Faheem,TAB-SRN-748,"LCD and Touch Screen Digitizer for Samsung Galaxy Tab S 8.4 - Black",Sale,$0.00,$160.59
"2019-02-07 11:49:00",Faheem,TAB-SRN-562,"LCD Screen for Samsung Galaxy Tab 8.9 ",Sale,$0.00,$21.09
"2019-02-07 11:49:00",Faheem,TAB-SRN-562,"LCD Screen for Samsung Galaxy Tab 8.9 ","Platinum 1",$24.79,$59.98
"2019-02-07 11:49:27",Faheem,TAB-SRN-132,"Touch Screen Digitizer for Samsung Galaxy Tab 8.9 - Black",Sale,$0.00,$13.29
"2019-02-07 11:49:45",Faheem,TAB-SRN-747,"LCD and Touch Screen Digitizer for Samsung Galaxy Tab S 8.4 - White",Sale,$152.99,$137.09
"2019-02-07 11:50:09",Faheem,TAB-SRN-666,"LCD Screen for Samsung Galaxy Tab 4 10.1",Sale,$28.89,$24.69
"2019-02-07 11:50:43",Faheem,TAB-SRN-090,"Touch Screen Digitizer for Samsung Galaxy Tab 2 10.1 - Black",Sale,$8.59,$7.69
"2019-02-07 11:51:08",Faheem,TAB-SRN-306,"Touch Screen Digitizer for Samsung Galaxy Tab 3 7.0 - Black",Sale,$4.79,$4.29
"2019-02-07 11:51:08",Faheem,TAB-SRN-306,"Touch Screen Digitizer for Samsung Galaxy Tab 3 7.0 - Black","Platinum 1",$12.21,$12.21
"2019-02-07 11:59:32",Faheem,FLX-HTC-619,"Front Camera for LG G6",Sale,$5.99,$1.59
"2019-02-07 11:59:58",Faheem,FLX-HTC-604,"Charging Port Replacement for HTC Desire 626",Sale,$0.99,$2.29
"2019-02-07 12:00:17",Faheem,FLX-HTC-614,"Power Button Flex Cable Replacement for HTC 10",Sale,$2.49,$1.59
"2019-02-07 12:01:13",Faheem,FLX-HTC-617,"Rear Camera Replacement for HTC 10",Sale,$1.29,$0.79
"2019-02-07 12:01:30",Faheem,FLX-HTC-603,"HTC One M8 Camera LENS",Sale,$0.99,$0.89
"2019-02-07 12:01:46",Faheem,FLX-HTC-584,"HTC One M8 Front Camera Flex Cable",Sale,$3.99,$1.99
"2019-02-07 12:02:21",Faheem,FLX-HTC-560,"Loudspeaker Module for HTC One M8",Sale,$1.79,$0.69
"2019-02-07 12:03:43",Faheem,FLX-HTC-623,"Charging Port Flex Cable for Google Pixel 2 XL",Sale,$0.00,$13.39
"2019-02-07 12:03:55",Faheem,FLX-HTC-622,"Rear Camera Lens Cover for Google Pixel 2",Sale,$10.29,$6.89
"2019-02-07 12:03:55",Faheem,FLX-HTC-622,"Rear Camera Lens Cover for Google Pixel 2","Default 1",$6.99,$19.99
"2019-02-07 12:07:32",Faheem,FLX-LGM-595,"Front Camera for LG G4",Sale,$3.49,$1.99
"2019-02-07 12:12:34",Faheem,FLX-LGM-604,"Charging Port Flex Cable for LG G5",Sale,$6.09,$3.99
"2019-02-07 12:13:05",Faheem,FLX-LGM-520,"LG Google Nexus 5 D820 D821 Charging Port Flex Cable",Sale,$8.09,$6.89
"2019-02-07 12:14:26",Faheem,FLX-LGM-591,"Loudspeaker Replacement for LG Nexus 5X",Sale,$5.99,$2.89
"2019-02-07 12:14:58",Faheem,FLX-LGM-611,"Rear Camera Lens for LG V10 - Ocean Blue",Sale,$7.99,$6.99
"2019-02-07 12:15:10",Faheem,FLX-LGM-603,"V10 Power Button With Flex Cable - Opal Blue",Sale,$3.99,$1.59
"2019-02-07 12:15:44",Faheem,FLX-LGM-606,"Headphone Jack Replacement for LG V10",Sale,$2.09,$1.39
"2019-02-07 12:15:44",Faheem,FLX-LGM-606,"Headphone Jack Replacement for LG V10","Default 1",$39.99,$9.99
"2019-02-07 12:15:54",Faheem,FLX-LGM-605,"Rear Camera Lens for LG V10 - Space Black",Sale,$2.99,$1.79
"2019-02-07 12:16:21",Faheem,FLX-LGM-633,"Earpiece Speake for LG G6",Sale,$1.99,$1.59
"2019-02-07 12:16:40",Faheem,FLX-LGM-632,"Rear Camera for LG G6 H870 H871 H872 H873",Sale,$16.49,$11.89
"2019-02-07 12:16:49",Faheem,FLX-LGM-631,"Charging Port for LG G6 H870",Sale,$6.29,$3.69
"2019-02-07 12:17:02",Faheem,FLX-LGM-636,"Rear Camera Lens for LG G6 – White",Sale,$1.89,$1.39
"2019-02-07 16:44:53",Zahan,APL-001-2089,"LCD and Touch Screen Digitizer for iPhone 5C - Black (Premium)",Sale,$15.59,$15.09
"2019-02-07 16:45:15",Zahan,APL-001-2080,"LCD and Touch Screen Digitizer for iPhone 5S SE - White (Premium)",Sale,$15.59,$15.09
"2019-02-07 16:45:42",Zahan,APL-001-2496,"LCD and Touch Screen Digitizer for iPhone XS MAX (Premium)",Sale,$416.99,$398.09
"2019-02-07 16:45:42",Zahan,APL-001-2496,"LCD and Touch Screen Digitizer for iPhone XS MAX (Premium)","Default 1",$300.99,$499.99
