"Date Updated",User,SKU,"Item Name","Price Type","Old Price","New Price"
"2017-10-10 12:47:02",Zaman,APL-002-6453,"LCD Back Plate for iPhone 8 Plus","Default 1",$0.00,$6.99
"2017-10-10 12:52:21",Zaman,APL-003-1817,"Wifi Antenna for iPhone 8 Plus","Default 1",$0.00,$6.99
"2017-10-10 12:53:00",Zaman,APL-003-1816,"Loudspeaker for iPhone 8 Plus","Default 1",$0.00,$22.99
"2017-10-10 12:53:35",Zaman,APL-003-1815,"Vibrator for iPhone 8 Plus","Default 1",$0.00,$12.99
"2017-10-10 12:54:33",Zaman,APL-003-1814,"Earpiece Speaker for iPhone 8 Plus","Default 1",$0.00,$12.99
"2017-10-10 12:55:08",Zaman,APL-003-1813,"Power and Volume Button Flex Cable for iPhone 8 Plus","Default 1",$0.00,$25.99
"2017-10-10 12:56:27",Zaman,APL-003-1812,"Front Camera Proximity Sensor Flex Cable for iPhone 8 Plus","Default 1",$0.00,$36.99
"2017-10-10 13:00:09",Zaman,APL-001-2379,"LCD and Touch Screen Digitizer iPhone 8 - Black","Default 1",$0.00,$270.00
"2017-10-10 13:01:15",Zaman,APL-001-2380,"LCD and Touch Screen Digitizer iPhone 8 - White","Default 1",$0.00,$270.99
"2017-10-10 13:02:31",Zaman,APL-003-1801,"Battery for iPhone 8 ","Default 1",$0.00,$29.99
"2017-10-10 13:03:30",Zaman,APL-003-1802,"Rear Camera for iPhone 8","Default 1",$0.00,$45.99
"2017-10-10 13:04:01",Zaman,APL-003-1803,"Front Camera Proximity Sensor Flex Cable for iPhone 8","Default 1",$0.00,$35.99
"2017-10-10 13:05:30",Zaman,APL-003-1805,"Power and Volume Button Flex Cable for iPhone 8","Default 1",$0.00,$22.99
"2017-10-10 13:05:52",Zaman,APL-003-1806,"Earpiece Speaker for iPhone 8","Default 1",$0.00,$9.99
"2017-10-10 13:06:09",Zaman,APL-003-1807,"Vibrator for iPhone 8","Default 1",$0.00,$9.99
"2017-10-10 13:07:15",Zaman,APL-003-1808,"Loudspeaker for iPhone 8","Default 1",$0.00,$19.99
"2017-10-10 13:07:49",Zaman,APL-003-1809,"Wifi Antenna Flex Cable for iPhone 8","Default 1",$0.00,$5.99
"2017-10-10 13:08:14",Zaman,APL-003-1810,"Bluetooth Antenna Flex Cable for iPhone 8","Default 1",$0.00,$5.99
"2017-10-10 13:09:03",Zaman,APL-002-6452,"LCD Back Plate for iPhone 8","Default 1",$0.00,$4.99
"2017-10-10 13:09:40",Zaman,APL-003-1811,"Screws Charging Port for iPhone 8 - Silver","Default 1",$0.00,$1.99
"2017-10-10 15:38:09",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black",Sale,$219.99,$239.99
"2017-10-10 15:38:30",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black",Sale,$239.99,$223.99
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Default 1",$243.86,$243.86
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Default 3",$241.91,$241.91
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Default 10",$239.96,$239.96
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Local 1",$238.01,$238.01
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Local 3",$236.06,$236.06
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Local 10",$234.11,$234.11
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Bronze 1",$238.01,$238.01
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Bronze 3",$236.06,$236.06
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Bronze 10",$234.11,$234.11
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Silver 1",$234.11,$234.11
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Silver 3",$233.13,$233.13
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Silver 10",$232.16,$232.16
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Gold 1",$233.13,$233.13
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Gold 3",$232.16,$232.16
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Gold 10",$231.18,$231.18
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Platinum 1",$232.16,$232.16
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Platinum 3",$231.18,$231.18
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Platinum 10",$230.21,$230.21
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Diamond 1",$231.18,$231.18
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Diamond 3",$230.21,$230.21
"2017-10-10 15:38:31",saad,APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","Diamond 10",$229.23,$229.23
"2017-10-10 15:38:47",saad,APL-001-2047,"LCD and Touch Screen Digitizer for iPad Air 2 - White",Sale,$219.99,$223.99
