"Date Updated",User,SKU,"Item Name","Price Type","Old Price","New Price"
"2018-03-02 17:09:42",Jordan,APL-001-2406,"LCD and Touch Screen Digitizer for iPad Pro 10.5 - Black	",Sale,$0.00,$215.99
