"Date Updated",User,SKU,"Item Name","Price Type","Old Price","New Price"
"2018-07-02 10:00:25",Faheem,APL-001-2376,"LCD and Touch Screen Digitizer for iPhone 8 Plus - Black (Premium)",Sale,$94.99,$90.99
"2018-07-02 10:01:47",Faheem,APL-001-2381,"LCD and Touch Screen Digitizer for iPhone 8 Plus - White (Premium)",Sale,$94.99,$90.99
"2018-07-02 10:24:43",Faheem,APL-001-2199,"Touch Screen Digitizer With Home Button for iPad 2 - Black (Premium)",Sale,$10.39,$9.69
"2018-07-02 10:24:51",Faheem,APL-001-2275,"Touch Screen Digitizer With Home Button for iPad 2 - White (Premium)",Sale,$10.39,$9.69
"2018-07-02 10:26:50",Faheem,APL-001-2197,"Touch Screen Digitizer With Home Button for iPad 3 - Black (Premium)",Sale,$10.39,$9.69
"2018-07-02 10:26:56",Faheem,APL-001-2198,"Touch Screen Digitizer With Home Button for iPad 3 - White (Premium)",Sale,$10.39,$9.69
"2018-07-02 10:27:50",Faheem,APL-001-2195,"Touch Screen Digitizer With Home Button for iPad 4 - Black (Premium)",Sale,$10.39,$9.69
"2018-07-02 10:28:01",Faheem,APL-001-2196,"Touch Screen Digitizer With Home Button for iPad 4 - White (Premium)",Sale,$10.39,$9.69
"2018-07-02 10:38:00",Faheem,SRN-SAM-1634,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - White (Premium)",Sale,$114.39,$114.99
"2018-07-02 10:38:14",Faheem,SRN-SAM-1634,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - White (Premium)",Sale,$114.99,$115.99
"2018-07-02 11:29:06",Faheem,SRN-MOT-664,"LCD and Digitizer Replacement with Frame for Motorola Google Nexus 6",Sale,$109.99,$107.29
"2018-07-02 12:37:28",Jordan,ACC-ZRT-559,"Testing Machine for iPhone 6S/ 6S Plus / 7 /7 Plus / 8 / 8 Plus LCD with Digitizer Assembly","Default 1",$0.00,$283.87
"2018-07-02 12:37:39",Jordan,ACC-ZRT-559,"Testing Machine for iPhone 6S/ 6S Plus / 7 /7 Plus / 8 / 8 Plus LCD with Digitizer Assembly","Default 1",$283.87,$449.99
"2018-07-02 13:13:50",Faheem,APL-003-1736,"Rear Camera for iPhone 7 Plus",Sale,$82.59,$80.89
"2018-07-02 13:13:51",Faheem,APL-003-1736,"Rear Camera for iPhone 7 Plus","Default 1",$179.99,$150.99
"2018-07-02 13:14:06",Faheem,APL-003-1736,"Rear Camera for iPhone 7 Plus","Platinum 1",$82.59,$150.99
"2018-07-02 13:14:46",Faheem,SRN-MOT-680,"LCD and Touch Screen Digitizer for Motorola Moto Z Play Droid XT1635-01 ZT1635-02 - Black",Sale,$94.69,$84.69
"2018-07-02 13:14:46",Faheem,SRN-MOT-680,"LCD and Touch Screen Digitizer for Motorola Moto Z Play Droid XT1635-01 ZT1635-02 - Black","Platinum 1",$94.69,$137.96
