"Date Updated",User,SKU,"Item Name","Price Type","Old Price","New Price"
"2018-06-28 09:40:43",Faheem,APL-001-2094,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Premium)",Sale,$47.09,$47.59
"2018-06-28 09:40:47",Faheem,APL-001-2093,"LCD and Touch Screen Digitizer for iPhone 6 Plus - Black (Premium)",Sale,$47.09,$47.59
"2018-06-28 10:05:50",Faheem,APL-001-2204,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Premium)",Sale,$58.69,$58.39
"2018-06-28 10:06:47",Faheem,APL-001-2203,"LCD and Touch Screen Digitizer for iPhone 6S Plus - Black (Premium)",Sale,$58.69,$58.39
"2018-06-28 10:35:11",Faheem,APL-001-2200,"Touch Screen Digitizer With Home Button for iPad Air - Black (Premium)",Sale,$15.89,$15.69
"2018-06-28 11:18:49",Faheem,APL-003-1936,"Wifi Antenna Flex Cable for iPhone 7 Plus","Default 1",$0.00,$1.99
"2018-06-28 11:19:43",Faheem,APL-003-1935,"Wifi Antenna Flex Cable for iPhone 7","Default 1",$0.00,$1.99
"2018-06-28 12:06:50",Jordan,APL-003-1936,"Wifi Antenna Flex Cable for iPhone 7 Plus",Sale,$0.00,$1.99
"2018-06-28 12:07:02",Jordan,APL-003-1935,"Wifi Antenna Flex Cable for iPhone 7",Sale,$0.00,$1.49
"2018-06-28 12:12:32",Faheem,APL-003-1936,"Wifi Antenna Flex Cable for iPhone 7 Plus",Sale,$1.99,$0.00
"2018-06-28 12:12:43",Faheem,APL-003-1935,"Wifi Antenna Flex Cable for iPhone 7",Sale,$1.49,$0.00
"2018-06-28 14:09:13",Jordan,APL-001-0718,"LCD and Touch Screen Digitizer for iPod Touch 5 White","Default 1",$55.63,$49.99
"2018-06-28 14:09:13",Jordan,APL-001-0718,"LCD and Touch Screen Digitizer for iPod Touch 5 White","Platinum 1",$28.49,$49.99
"2018-06-28 15:51:29",Faheem,BT-BP-30300,"BinTEK™ Battery for Samsung Galaxy S8","Default 1",$0.00,$13.99
