"Date Updated",User,SKU,"Item Name","Price Type","Old Price","New Price"
"2019-02-15 12:20:34",Zahan,FLX-SAM-1659,"Wireless Charging Flex Cable for Samsung Note 9","Default 1",$10.99,$20.99
"2019-02-15 15:20:55",Zahan,APL-001-2093,"LCD and Touch Screen Digitizer for iPhone 6 Plus - Black (Premium)",Sale,$44.79,$42.49
"2019-02-15 15:21:15",Zahan,APL-001-2094,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Premium)",Sale,$44.79,$42.49
"2019-02-15 15:22:00",Zahan,APL-001-2210,"LCD and Touch Screen Digitizer for iPhone 6s - Black (Premium)",Sale,$30.89,$29.89
"2019-02-15 15:22:17",Zahan,APL-001-2211,"LCD and Touch Screen Digitizer for iPhone 6s - White (Premium)",Sale,$30.89,$29.89
"2019-02-15 15:22:54",Zahan,APL-001-2203,"LCD and Touch Screen Digitizer for iPhone 6S Plus - Black (Premium)",Sale,$56.49,$52.89
"2019-02-15 15:23:10",Zahan,APL-001-2204,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Premium)",Sale,$56.49,$52.89
"2019-02-15 15:23:43",Zahan,APL-001-2365,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Premium)",Sale,$56.49,$50.89
"2019-02-15 15:24:06",Zahan,APL-001-2367,"LCD and Touch Screen Digitizer for iPhone 7 - White (Premium)",Sale,$56.49,$50.89
"2019-02-15 15:24:39",Zahan,SRN-SAM-1742,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy Note 9 - Blue (Premium)",Sale,$225.79,$228.19
"2019-02-15 15:24:54",Zahan,SRN-SAM-1633,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - Black (Premium)",Sale,$103.49,$97.49
"2019-02-15 15:25:53",Zahan,SRN-SAM-1739,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S9 Plus (Blue Frame) - Black (Premium)",Sale,$217.99,$211.79
