"Date Updated",User,SKU,"Item Name","Price Type","Old Price","New Price"
"2018-09-11 14:54:23",Jordan,ACC-ZED-735,"BinTEK™ Micro USB Data Cable Black - 3 Feet",Sale,$0.69,$0.99
"2018-09-11 15:15:20",Jordan,ACC-ZRT-537,"Pre Cut Adhesive for Samsung Galaxy S8 Plus",Sale,$1.09,$1.49
"2018-09-11 15:15:49",Jordan,ACC-ZRT-537,"Pre Cut Adhesive for Samsung Galaxy S8 Plus",Sale,$1.49,$1.09
"2018-09-11 15:20:21",Jordan,ACC-ZRT-552,"Battery Sticker for iPhone 8 Plus (5.5 inches)",Sale,$0.99,$1.19
"2018-09-11 15:20:21",Jordan,ACC-ZRT-552,"Battery Sticker for iPhone 8 Plus (5.5 inches)","Default 1",$1.99,$1.49
"2018-09-11 15:20:34",Jordan,ACC-ZRT-552,"Battery Sticker for iPhone 8 Plus (5.5 inches)",Sale,$1.19,$1.09
"2018-09-11 15:20:45",Jordan,ACC-ZRT-552,"Battery Sticker for iPhone 8 Plus (5.5 inches)",Sale,$1.09,$1.19
"2018-09-11 15:25:15",Jordan,ACC-ZRT-572,"LCD Bezel Frame Adhesive Tape for iPhone X - Black",Sale,$1.49,$0.99
"2018-09-11 16:52:39",Jordan,APL-003-1348,"Charging Port Dock Flex Cable for iPad Air /iPad 5 (2017) - Black","Platinum 1",$3.39,$4.89
"2018-09-11 16:53:19",Jordan,APL-003-1464,"Complete Internal Screw Set for iPhone 5c","Platinum 1",$1.09,$1.75
"2018-09-11 16:54:00",Jordan,APL-003-1504,"Back Flex Cable for iPhone 6 Plus",Sale,$1.39,$1.69
"2018-09-11 16:54:55",Jordan,APL-003-1737,"Power and Volume Button Flex Cable for iPhone 7","Platinum 1",$12.33,$4.99
"2018-09-11 16:55:29",Jordan,APL-003-1736,"Rear Camera for iPhone 7 Plus",Sale,$82.79,$85.49
"2018-09-11 16:55:45",Jordan,APL-003-1736,"Rear Camera for iPhone 7 Plus",Sale,$85.49,$86.99
