"Date Updated",User,SKU,"Item Name","Price Type","Old Price","New Price"
"2018-07-25 09:46:43",Jordan,APL-001-2414,"Glass with Preinstalled OCA/Cold Pressed Frame for iPhone 7 - Black (Pack of 10)","Default 1",$89.99,$79.99
"2018-07-25 09:47:35",Jordan,APL-001-2420,"Glass with Preinstalled OCA/Cold Pressed Frame for iPhone 8 - Black (Pack of 10)","Default 1",$89.99,$79.99
"2018-07-25 10:35:22",khalfani,TAB-SRN-392,"Samsung Galaxy Tab 3 8.0 SM T310 (Wifi Version) Digitizer White Grade A","Default 1",$14.51,$9.99
"2018-07-25 10:39:10",Faheem,APL-001-2197,"Touch Screen Digitizer With Home Button for iPad 3 - Black (Premium)",Sale,$9.39,$19.19
"2018-07-25 10:39:36",Faheem,APL-001-2198,"Touch Screen Digitizer With Home Button for iPad 3 - White (Premium)",Sale,$9.49,$19.19
"2018-07-25 10:42:19",Faheem,APL-001-2195,"Touch Screen Digitizer With Home Button for iPad 4 - Black (Premium)",Sale,$9.39,$9.19
"2018-07-25 10:42:28",Faheem,APL-001-2196,"Touch Screen Digitizer With Home Button for iPad 4 - White (Premium)",Sale,$9.49,$9.19
"2018-07-25 12:16:55",khalfani,APL-001-2098,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - Black (Premium) - Grade B","Default 1",$26.49,$21.99
"2018-07-25 14:59:10",Jordan,SRN-SAM-1634,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - White (Premium)","Platinum 1",$142.99,$189.99
"2018-07-25 14:59:21",Jordan,SRN-SAM-1503,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - Silver (Premium)","Platinum 1",$114.39,$189.99
"2018-07-25 14:59:57",Jordan,SRN-SAM-1633,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - Black (Premium)",Sale,$111.69,$114.39
"2018-07-25 15:00:07",Jordan,SRN-SAM-1634,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - White (Premium)",Sale,$115.99,$114.39
"2018-07-25 15:12:14",Jordan,SRN-SAM-1649,"LCD and Touch Screen Digitizer for Samsung Galaxy S8 With Frame - Midnight Black (Premium)",Sale,$217.89,$201.49
"2018-07-25 15:20:49",Jordan,SRN-SAM-1686,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S9 - Black (Premium)",Sale,$217.59,$212.89
"2018-07-25 15:20:57",Jordan,SRN-SAM-1736,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S9 Purple Frame - Black (Premium)",Sale,$217.59,$212.89
"2018-07-25 15:21:03",Jordan,SRN-SAM-1737,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S9 Blue Frame- Black (Premium)",Sale,$217.59,$212.89
"2018-07-25 15:23:46",Jordan,SRN-SAM-1738,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S9 Plus (Purple Frame) - Black (Premium)",Sale,$229.31,$224.99
"2018-07-25 15:23:49",Jordan,SRN-SAM-1739,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S9 Plus (Blue Frame) - Black (Premium)",Sale,$284.99,$224.99
"2018-07-25 15:23:49",Jordan,SRN-SAM-1739,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S9 Plus (Blue Frame) - Black (Premium)","Default 1",$285.99,$319.99
"2018-07-25 15:23:53",Jordan,SRN-SAM-1740,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S9 Plus (Black Frame) - Black (Premium)",Sale,$229.39,$224.99
